Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Label
20947.7,291308,-12816,82,605,9833,1
7010.47,4147.56,-1620,22,86,205,1
6810.85,13403.6,-1485.57,31,96,804,0
18507,161022,-6349.64,71,352,6744,0
6485.52,10282.6,-2750,16,109,689,0
12779.2,67850,-5933,89,251,2827,1
14141,106176,-7372,237,303,4434,1
7844.34,5432.08,-1740,28,86,205,0
9382.02,39183.9,-3370,15,196,1885,0
9400.33,27038.6,-2220,27,166,1414,1
5270.65,4434.87,369,22,88,292,0
7941.27,4728.26,-2659.53,26,131,271,1
14637.5,139653,-4240,42,315,5844,0
6173.2,5201.75,-2010,9,79,292,0
6751.78,9353.05,-3313.33,20,138,554,0
7330.73,14177.2,-2111.64,52,120,809,0
7128.65,13917.6,-2441,93,120,809,0
4000.39,2215.9,-1056.31,24,54,165,0
13158.3,90104.6,-2980,41,254,3885,1
11827,69474,-4997,39,237,3127,1
6734.29,5138.49,-2159.11,61,107,346,0
9325.84,25534.5,-362.139,85,157,1519,0
30773.3,784738,-16603,159,710,23788,1
9590.08,22703,-5147,98,178,1113,1
14681.4,53600.2,-2520,53,223,2059,0
5475.94,4217.37,-967,12,79,317,0
14931.7,78971,-7194.38,63,320,3466,1
11835,16419.3,-3290,45,145,519,1
9515.05,25774.2,-3361.88,35,174,1415,0
6705.73,13218.4,-1521.57,24,96,804,0
5094.89,3483.59,-847.171,48,51,132,0
4032.82,2180.87,-1013.2,28,54,165,0
4231.95,2732.69,-1011,42,54,204,0
3944.7,1448,-1005.54,42,52,133,0
3959.58,1460.87,-959.479,41,52,133,0
4958.21,2303,-1503,5,66,148,1
18052.1,314550,-10434,95,419,11869,1
10838.6,27160.8,-4184.05,40,214,1469,0
17460.4,230359,-11112,69,449,8352,1
14875.5,167346,-5778,98,323,6618,1
15175,80259.6,-7051.03,75,320,3466,1
2478.68,51.0363,-559,6,33,5,1
15171.7,111892,-8480,49,322,4619,1
10028.5,57270,-3892,12,207,2544,1
17345,110893,-6300,40,322,4619,0
21962.2,410396,-9320,63,473,14125,0
7018.08,14490,-2217,71,134,888,1
7789.11,4479.33,-2760.21,28,131,271,1
7900.73,12884.3,-2612.54,15,132,806,0
5683.31,4719.96,-260,21,85,343,1
14189.6,141190,-5430,42,315,5844,0
13738.9,73284,-9270,53,298,3296,1
6544.9,5086.2,-2220.55,54,107,346,0
7884.85,15607,-3144,73,162,815,1
9059.8,26868.8,-2985.45,91,158,1403,0
5989.83,7278.17,-1609.52,49,93,545,0
9315.6,31729.2,-1942.75,39,132,1513,0
9819.07,34555.5,-4462.35,121,208,1691,1
5108.53,1806.12,-1496.04,18,76,147,0
8819.11,11437.6,-3069.5,44,156,654,0
5313.53,1789.08,-1437.22,18,76,147,1
11448.6,101876,-6348,30,270,4523,1
16033.1,161533,-7851.18,79,352,6744,0
7536,18370,-3568,67,138,977,1
9847.19,42272.1,-2430,72,223,2059,0
15615.9,111448,-8136,81,355,4441,1
9793.43,31373,-4940,38,190,1529,1
9849.79,26238,-3354.52,26,174,1415,0
8899.72,17215.3,-4297.05,35,183,931,1
6896.34,9540,-2352,41,115,582,1
9204.71,28023.9,-2310,30,156,1364,1
14459.7,143799,-5930.87,176,308,6057,0
13322.2,90974,-8292,12,229,2755,1
16308.7,255421,-9490,232,353,9804,1
6789.08,5270.24,-2200,8,79,292,0
8531.1,11957.7,-2536.48,85,128,693,0
32060.7,1162880,-25291,198,944,31312,1
9069.28,28679.1,-3463.6,34,179,1626,0
23082.5,309652,-12776,91,482,9834,1
9139.11,32439,-2902,64,175,1688,1
12882.5,59999.6,-5630,31,247,2754,0
10900.6,85442.4,-1470,18,220,3450,0
20679.4,244912,-13000,90,540,8870,0
8344.76,18864,-4671,59,170,1110,1
22586.7,469099,-13800,74,483,15505,0
10778.3,35403,-4467,167,202,1523,1
6836.19,6597,-2753,10,118,429,1
31956.2,599720,-18538,188,725,17717,1
23908.7,843725,-14353,62,533,20414,1
15002.4,141419,-2950,41,315,5844,0
10367,49985,-6097,23,208,2395,1
13502.1,75927.3,-4040,44,264,3217,0
11570.2,61963,-5535,46,254,2898,1
9419.52,30924.8,-1890,25,156,1364,0
3342.38,1306.6,-661.663,34,40,100,0
9725.25,51941.1,-3270,20,188,2599,0
9975.47,26210.2,-3316.14,28,174,1415,0
8174.37,25450.9,-2050,30,156,1364,0
6908.13,12060.1,-1796.65,8,105,765,0
5847.75,4834.74,-1190,22,85,343,1
5312.42,9205,-1973,9,91,548,1
6782.43,10343.2,-2770,15,109,689,0
12459.8,50671.4,-3380,35,234,2464,0
11622.3,56288,-5022,48,227,2461,1
13153.3,32392,-6684,32,217,1581,1
7072.61,6533.79,-1665.67,35,95,427,1
3854.93,1486.75,-980.101,42,52,133,0
12128.2,108562,-5961,99,302,5020,1
14012.3,64119.4,-952,59,223,2822,1
14591.8,59810.2,-6648.95,157,305,2610,0
16291.8,137971,-8739,241,335,5636,1
15792.2,110413,-5570,32,322,4619,0
10854.4,27178,-2268.89,38,214,1469,0
6285.72,5823,-2154,8,94,398,1
16083.9,174548,-8668,83,364,7099,1
7662.62,12484.1,-2800.17,72,130,694,1
7380.64,9378.85,-3083.09,16,138,554,0
9419.29,34331.3,-3575.05,84,176,1922,0
9416.52,17256.4,-4228.78,36,183,931,1
7721.11,15321.5,-2681.93,69,134,970,0
6660.03,12150.2,-1822.36,8,105,765,0
9060.09,28722.3,-3399.41,34,179,1626,0
5495.29,11009.8,-1985.81,23,102,764,0
10098.9,34279.6,-4411.64,129,208,1691,0
16609.2,59814.7,-5831.28,101,305,2610,0
9783.87,38441.8,-4175.54,15,193,2118,0
13064.1,79824.2,-5330,60,272,3539,0
6923.75,4950.68,-1951.6,29,107,346,0
9625.96,16948.4,-3933.21,78,172,973,0
11020.5,83593.5,-1300,25,220,3450,0
11031.2,57111,-4560,94,210,2748,1
6510.83,13600.3,-1532.9,14,96,804,0
5123.92,4264.93,-1600,11,79,317,0
10427.8,49118.6,-4490,26,216,2677,0
7513.77,9534.94,-2606.67,18,123,621,0
5388.32,5121.09,-1380,26,85,343,1
5298.89,4150.24,-1740,10,79,317,0
16412.9,166044,-10104,53,370,6400,1
4977.23,2959.33,-1232.92,47,67,224,0
13843.6,122758,-3640,39,295,5112,1
5688.74,5146.01,-1830,23,85,343,1
14312.2,140775,-4730,43,315,5844,0
8549.67,9615.71,-2811.53,23,138,554,0
8737.09,25300.3,-3149.22,33,157,1519,0
8018.17,15195,-3919,14,145,847,1
2475.98,53.8834,-450,94,33,5,0
7765.39,6054.8,-2315.47,14,110,294,1
6082.44,9156,-3039,17,100,651,1
11824.3,37495,-4997,38,224,1697,1
9833.83,17330.6,-2931.17,15,145,888,1
18624.7,339691,-12643,82,435,11723,1
9399.43,10367,-3923,34,159,584,1
8088.14,9595.48,-2918.91,98,130,490,0
8230.01,16224.5,-2887.42,88,142,844,0
10983.3,28927.5,-1450,54,194,1521,1
7692.12,12790.2,-2814.45,15,132,806,0
7371.45,26506.4,-2746.65,73,156,1521,0
22285.9,279444,-9728.33,79,468,9276,1
14101.8,66802.5,-3650,49,224,2192,0
4721.73,4110.33,-1461.83,19,72,340,0
7509.15,9918.2,-1856.18,68,107,517,1
9357.72,29404.1,-1890,31,156,1364,1
10753.9,28596.7,-2750,19,194,1521,0
8525.36,12003.1,-2492.86,83,128,693,0
8843.26,12215.3,-2612.67,87,128,693,0
17825.2,174016,-4720,85,403,6746,0
8528.01,29555,-3098,41,171,1465,1
18705.1,267599,-10496,36,396,9400,1
14120.7,67870.5,-2460,52,223,2822,1
8738.73,9762,-2121,29,127,618,1
5619.47,4331.32,-1060,13,88,292,1
10712.1,41421,-4330,133,197,2317,1
11364.7,151931,-7002,144,266,6967,1
8955.81,25008.5,-3228.33,32,157,1519,0
9278.6,39095.3,-2190,16,196,1885,0
13764.3,82719.8,-5130,47,272,3539,0
10141,55706,-5761,67,222,2897,1
10533.6,39399,-5331,125,234,1998,1
8276.95,13139.5,-2673.5,15,132,806,0
10445.6,26355.6,-4259.61,54,214,1469,0
13529.8,52364.6,-6000.69,54,288,2334,1
19262.6,260781,-11947,262,424,9408,1
3978.13,2191.74,-1054.57,20,54,165,0
6055.86,2513,-1663,14,72,132,1
4681.31,4194.68,-1900,11,79,317,0
8448.28,30495.2,-2084.28,33,132,1513,1
3904.15,1452.75,-966.672,42,52,133,0
12394.1,58054.5,-1620,45,223,2822,0
9464.98,55037.9,-3680,43,188,2599,1
5045.71,4259.9,-1600,13,88,292,1
5150.02,4408.6,-1740,23,85,343,1
18286.5,256619,-10560,63,424,9397,1
5718.31,1841.25,-1340.42,15,76,147,0
5044.16,4279.41,-935,21,88,292,0
16317.7,137623,-9070,83,449,5537,0
3758.89,1404.32,-612.77,31,40,100,0
14822.6,54955,-5350,35,215,2188,0
6283.44,5402.93,-2820,8,79,292,0
2705.37,67.6663,-452,96,33,5,1
7181.65,13812.2,-2323.73,94,120,809,0
9246.73,17321.3,-4193.81,35,183,931,1
14016.9,122882,-6483,143,306,4913,1
14301.4,116919,-6853,149,309,5013,1
4847.82,2811.6,-1302.76,35,77,205,0
9075.89,12782.5,-2749.93,39,136,619,0
11640.2,53555.1,-4366.98,106,209,2534,0
12884.8,75708.4,-5474.12,49,262,3211,0
3657.3,1428.32,-1025.26,42,52,133,1
9085.12,34207,-3850,34,151,1307,1
6604.47,5221.3,-2010,16,79,292,0
9898.48,49212,-4830,24,216,2677,0
10200.8,34168.4,-3426.24,78,176,1922,0
18267.4,143429,-6924,36,372,5220,1
10834.9,57806.8,-4521.95,136,217,2904,0
6102.98,10115,-2406,16,110,649,1
9185,16015,-2907,71,132,971,1
11434.9,40505,-5947,90,190,1754,1
19872.8,238514,-10200,87,537,8350,0
14546.5,89155,-5977,49,267,3540,1
18248.9,198621,-7200,51,390,7459,0
5968.79,4760.03,-1280,21,85,343,1
8529.73,12141.4,-2507.95,93,128,693,1
11284.9,32743,-3238,27,210,1635,1
7392.96,14840,-2080,50,124,768,1
15336,82516.8,-2660,64,223,2059,0
5693.33,2726,-4101,19,96,204,1
7167.8,10265,-2129,31,124,584,1
10105.3,34219.6,-3425.27,80,176,1922,0
13268.3,60773.9,-4570,26,247,2754,0
11336.2,35581.1,-10.6,42,234,1581,0
8608.53,23982,-4126,20,156,1309,1
13760.7,141937,-6159.39,191,308,6057,0
5416.6,3455.89,-785.891,49,51,132,0
6638.04,8392.86,-1050,27,102,516,0
9179.57,30516.2,-3292.81,124,171,1747,1
5756.39,7680.17,-1754.8,72,104,457,0
12170.8,112477,-5962,30,294,5218,1
9376.89,17378.6,-4213.5,33,183,931,1
12136.3,83338,-6055,31,260,3628,1
10107.8,10494.2,-2580,32,154,587,0
5518.16,1689.88,-1392.46,19,76,147,1
9308.21,9926.44,-2880,36,154,587,0
6425.64,13424.5,-1597.91,16,96,804,0
17684.5,111616,-5290,50,322,4619,0
6763.03,7251.57,-2400,158,109,486,0
5159.8,4327.51,-685,17,88,292,0
11689.1,50180.3,-3800,37,224,2192,0
8542.75,13597.1,-2896.2,12,148,729,0
3416.3,1909.66,-610.946,8,43,161,1
10653.1,37869.5,-4189.67,105,205,1751,0
13072.8,104858,-5664,43,301,4340,1
12343.2,106580,-8275,56,315,4623,1
8150.04,20441.9,-3726.5,89,163,1162,0
18761.6,161110,-9250,85,388,6290,0
9801.06,34522,-4150,118,186,1698,1
10291.9,51302.8,-2210,31,216,2677,0
11559.4,43948.9,-594,26,166,1414,0
6702.79,6943,-3104,19,140,429,1
11897.8,49503.4,-6700,24,215,2188,0
3997.74,2174.12,-1109.01,20,54,165,1
10494.6,39800.8,-3915.45,26,193,2118,0
6164.25,7671.4,-2200,18,102,516,0
9929.38,22145,-3401,53,176,1071,1
9440.83,33408.7,-3523.52,91,176,1922,0
9500.4,37878.2,-3801.33,39,180,2054,1
6995.5,6689.59,-2127.62,30,108,428,0
24713.3,260239,-9400,99,537,8350,0
8342.16,9418.73,-2786.4,86,130,490,0
5800.22,11195.9,-1965.65,13,102,764,0
9666.18,33157.5,-3530.53,91,176,1922,0
14929.7,94946.7,-6790.94,59,283,4064,1
12697.4,60614.5,-5550,22,247,2754,0
10159,49814,-4426,27,202,2183,1
8480.1,10473,-3202.57,49,156,654,0
8715.83,20083.2,-3725.17,79,163,1162,1
14165.5,140950,-1410,82,315,5844,0
17239.4,113399,-8154,347,329,4345,1
6992.33,6999.82,-2330,164,109,486,0
14898.5,48760.4,-6470.88,56,298,2196,1
5489.41,3545.77,-750.43,46,51,132,0
19768.8,336423,-5620,111,462,11563,0
5494.41,1803.61,-1452.9,14,76,147,0
12478.3,73524.3,-4190,26,249,3630,0
6673.34,5294.25,-1362.09,63,108,318,0
7021.38,5357.97,-2080,16,79,292,0
16757.2,162707,-7507.45,79,352,6744,0
9067.35,28958.4,-3496.85,32,179,1626,1
9055.97,51883.6,-3190,31,188,2599,0
9244.51,25751.9,-2799.63,31,157,1519,0
13575.3,91203.8,-5660,70,254,3885,0
11479,52172,-4310,25,236,2747,1
4504.44,2040.92,-1024.07,5,63,166,0
11112.8,73920.4,-4330,25,249,3630,0
12236.8,71635.2,-5387.12,42,262,3211,1
7070.81,12149.2,-1591.09,17,105,765,0
8575.26,12354.4,-2434.33,78,128,693,1
29335.6,657611,-16818,122,688,17715,1
8548.76,24902.6,-3248.58,29,157,1519,0
8988.13,12220.8,-2665.22,90,136,619,0
22272.6,414308,-6940,68,473,14125,0
11556.2,113566,-4650,43,235,4905,0
5345.81,4452.99,-1100,20,88,292,0
6651.82,5194.62,-2430,10,79,292,0
3959.56,1472.27,-946.372,42,52,133,0
21778.1,293513,-13912,93,553,9965,1
11572.4,62254.1,-4510,45,223,2822,0
8335.84,10317.9,-2298.04,22,123,621,1
5632.02,11002.5,-2182.22,27,102,764,1
10419.4,27825.4,-1570,33,166,1414,0
5239.4,4143.73,-1260,19,88,292,1
6335.75,6659.97,-2500,172,109,486,0
9245.08,28680.7,-3378.21,35,179,1626,0
7818.65,9476.29,-2975.24,96,130,490,0
24275.2,474011,-12000,40,483,15505,0
13147.3,46334.6,-5769.23,48,273,2061,0
15644.7,156629,-8325.21,71,359,6068,1
8538.34,13503.1,-2533.81,19,132,806,1
5258.04,3236.72,-1198.84,37,67,224,1
13836.4,95005.3,-5649.94,49,294,4249,1
6310.09,5432.27,-2380,16,79,292,0
6403.82,10297,-3090,15,109,689,0
6988.65,7544,-3751,60,113,426,1
16961.3,206684,-9240,89,339,7700,1
14383.7,143003,-6140.16,157,308,6057,0
12691,45691.9,-5888.89,69,273,2061,0
20255.3,252477,-14900,60,540,8870,0
5537.97,4912,-2938,6,91,343,1
6882.29,18070,-3665,23,124,1113,1
8160.82,23175,-3420,6,144,1358,1
14375.3,144174,-6114.99,158,308,6057,0
9151.31,20144.9,-3495.32,80,163,1162,0
2497.98,51.3076,-541,6,33,5,1
10031.4,39405,-4657,21,192,1934,1
10428.4,21138,-3254,28,185,1117,1
21592.6,399506,-15413,105,502,12822,1
7159.51,24153,-3204,31,158,1361,1
5271.62,4282.38,-1040,9,79,317,0
7379.6,15016.1,-2685.12,75,134,970,0
11393.8,29304,-3706,17,183,1162,1
14133.2,51541,-2950,44,234,2464,0
6766.37,7326,-2343,57,108,517,1
6627.09,9269.32,-3313.86,20,138,554,0
11461.1,50278.2,12000,27,216,2677,0
5259.12,4404,-1840,21,85,343,1
13888.1,52309,-5646.8,73,288,2334,0
14581.8,112831,-8850,60,338,4723,1
11353.1,80131,-8135,166,279,3798,1
20368.9,197069,-5100,88,403,6746,0
7236.47,4095.81,-2265.54,71,101,249,0
9228.11,11485.1,-2901.53,40,156,654,0
23267.8,252878,-9650,99,537,8350,0
18444.5,148692,-8970,80,449,5537,0
7134.62,12862,-2386,15,132,807,1
11205.6,111256,-2340,60,235,4905,0
14061.9,141314,-4882,47,316,5745,1
4321.85,1947.26,-1046.33,6,63,166,0
6796.84,14057.7,-1527.94,12,96,804,0
10374,50431,-5036,94,221,2254,1
7386.03,14188,-2902,32,156,845,1
4530.71,3993.21,-1537,9,72,340,0
8676.28,22838,-5400,20,144,1023,1
8361.31,17093.7,-2887.74,77,142,844,0
6269.31,4435.98,-3050,13,86,205,0
5382.92,4179.02,-1499.3,122,88,318,0
21597.4,411924,-8800,63,473,14125,0
7712.44,13976,-1991.76,95,120,809,0
5463.46,5116.51,-1450,9,79,292,0
7656.92,9367.71,-3030.53,98,130,490,0
8532.18,12063.7,-2500.42,69,128,693,0
21891.8,253713,-14229,79,484,8345,1
10213.9,31831,-3605,17,163,1526,1
12047.6,61186.5,-5360,38,247,2754,0
8766.37,11524.1,-3270.78,44,156,654,0
5704.48,4818.5,-1340,23,85,343,1
10116.9,34274.1,-3475.97,80,176,1922,0
13111.9,59760.7,-2540,67,223,2822,1
13458.1,128005,-5575,55,302,5316,1
8499.4,25187.2,-3137.83,33,157,1519,0
9946.06,30222,-3116.29,117,171,1747,1
14293.6,96285.9,-5737.03,60,294,4249,1
8867.34,38751.8,-3902.09,42,180,2054,1
4988.65,3936,-1846,10,78,315,1
5388.83,3355,-1810,18,83,270,1
6658.23,10494.6,-3220,16,109,689,0
5103.99,2943.1,-1087.28,33,71,249,0
20098.3,191792,-10205,70,425,6872,1
12836.3,70202.2,-5586.85,43,262,3211,1
23288.5,279622,-9205.06,72,468,9276,1
9923.19,24337.8,-1550,17,166,1111,1
12481.9,47231,-6258,45,270,1999,1
6988.86,4120.7,-2276.11,70,101,249,0
14965.2,117525,-7860,36,308,4721,1
5981.05,5907,-2220,16,92,370,1
9392.92,26590.8,-2160,17,166,1414,0
10719.1,55379,-3185,39,192,2601,1
10865,40507,-6896,56,216,1994,1
12782.6,118932,-4840,38,235,4905,0
13219.7,110637,-5270,66,271,4426,0
5061.66,3752.38,-2350,10,79,292,0
6617.29,5200.68,-2219.3,50,107,346,0
6780.95,5305.48,-2144.5,52,107,346,0
9421.92,39641.3,-2750,21,196,1885,0
8420.22,12042.1,-2599.6,84,128,693,0
10118.1,18473,-6085,26,195,1070,1
13111.9,79589.1,-4070,49,272,3539,0
6038.86,11289,-1872.09,26,102,764,0
8632.54,10519.2,-2883.01,96,139,587,0
7008.46,13343.6,-1495.93,16,96,804,0
10637.7,68790.2,-5278.86,147,247,3373,1
12709.3,72612.5,-5511.41,47,262,3211,1
9156,26530.1,-1810,32,156,1364,0
11857.1,38730.2,-3790,25,234,1581,0
8144.05,10708.5,-2949.34,96,139,587,0
7958.14,25541,-2120,37,156,1364,0
5128.68,3000.12,-1209.4,42,67,224,0
9801.17,27540.5,-2850.33,102,158,1403,0
9236.4,30433.3,-3412.36,127,171,1747,1
24483.7,316185,-11000,87,540,8870,0
9375.63,16784.2,-3665.22,83,172,973,0
6149.96,4766.12,-1280,24,85,343,1
9588.62,37541.1,-3607.71,51,180,2054,1
6664.86,10331.7,-3380,15,109,689,0
7906.76,9476.65,-3023.18,99,130,490,0
8066.08,45495,-4864,42,172,2455,1
9134.71,17189.5,-4187.34,31,183,931,0
9847.21,26181.6,-3299.57,37,174,1415,0
15298,108992,-6380,47,322,4619,0
20332,371342,-12248,94,526,12505,1
6871.48,6703.62,-2635.53,99,121,429,1
8276.19,9935.59,-2845.05,30,138,554,1
24755,274152,-10800,108,537,8350,0
9275.28,37230.1,-3721.33,46,180,2054,1
10688.6,57904.3,-4439.24,144,217,2904,0
11313.2,49866,-7591,42,242,2464,1
8885.24,20487.8,-3544.21,72,163,1162,0
14834.4,79762.7,-7025.57,73,320,3466,1
7839.22,9018.02,-1500,27,102,516,0
13410.6,69085.2,-892.774,92,247,3373,0
4048.37,2229.47,-1022.6,32,54,165,0
13879.4,67826.3,-2820,64,224,2192,0
15052.9,59567.8,-6675.67,160,305,2610,0
19068.5,248329,-14100,63,540,8870,0
8035.89,8791,-2323,18,118,486,1
9530.92,39006.4,-4260.95,28,193,2118,0
12164.8,71342.8,-5753.86,40,262,3211,1
13392.7,79963.8,-5160,48,272,3539,0
16080.8,128791,-8466,116,296,4816,1
15415.7,109520,-6320,34,322,4619,0
21930.2,303848,-15328,182,497,10398,1
7404.04,14542.1,-2334.56,87,120,809,0
2709.01,51.5568,-308,8,33,5,1
10427.8,40398.1,-2574.8,68,159,2181,1
4818.35,5866.36,-1833.48,36,92,459,1
7503.03,26464,-3133,34,161,1523,1
5939.29,11574,-1850.09,32,105,765,0
12577.1,59150.4,-6180,25,216,2677,0
16108.5,128794,-4195,90,333,5121,1
6260.56,11656,-1851.04,17,105,765,0
6865.16,9301.76,-3209.6,22,138,554,0
8740.91,23549,-2230,26,170,1259,1
8628.43,29360.4,-1997.39,35,132,1513,1
19406.4,182632,-5475,103,341,5327,1
2320.72,56.8702,-562,96,33,5,0
7915.9,4660.18,-2647.01,37,131,271,1
8837.42,27054.1,-2250,36,156,1364,0
5791.1,7130.72,-1706.5,47,93,545,0
8606.52,12140.1,-2417.98,80,128,693,0
4301.95,2071.9,-1062.74,5,63,166,0
9772.13,51490.8,-2850,31,188,2599,0
16838.9,378797,-14414,91,482,14635,1
13080.6,58502,-7207,45,289,2683,1
6570.64,12090.6,-1798.8,13,105,765,0
8863.42,23978.8,-2912.68,26,154,1252,0
7733.85,11215,-2248,12,144,692,1
9398.65,39000.2,-2510,16,196,1885,0
8098.93,9499.54,-2854.13,87,130,490,0
14918.5,100745,-5567.3,158,281,4061,1
5712.7,4495.06,-1580,16,88,292,0
7729.38,9164.41,-2924.33,18,138,554,0
10793.4,84805.1,-2660,20,220,3450,0
4041.46,2157.27,-1095.18,20,54,165,0
9380.85,52401.5,-2320,16,188,2599,0
8469.06,12220,-2392.9,80,128,693,0
11759.1,69636.2,-5079.75,150,247,3373,0
9172.77,25382.2,-725,16,166,1111,0
5380.23,4353.82,-1277.61,15,72,340,0
15257.5,218754,-11806,91,434,8475,1
9638.87,35152.8,-4515.97,125,208,1691,1
4907.6,3015.32,-1230.76,42,67,224,1
9673.57,38311.2,-3750.12,36,180,2054,1
8571.59,28282.3,-3300,33,156,1364,0
9662.35,20556,-5101,103,161,1068,1
5717.42,11250,-1907.18,22,102,764,0
7470.13,14290.1,-2371.38,88,120,809,0
21932.3,283892,-13800,77,540,8870,0
13268.8,58995.7,-4360,40,224,2192,0
8962.22,18703,-2559,62,156,935,1
11162.6,49316,-1690,33,166,1414,1
18425,173398,-5210,79,403,6746,0
2241.43,57.7758,-734,10,33,5,0
5864.46,7671.02,-1833.55,76,104,457,0
10638.9,29147,-4496,41,193,1576,1
11705.2,28303.4,-4156.81,50,214,1469,0
9290.01,26190.7,-3425.39,28,174,1415,0
17503.1,193829,-8563,79,336,6868,1
8973.75,11164.8,-3042.66,41,156,654,0
5280.59,4057.27,-1253.17,6,72,340,0
8407.51,12154.8,-2652.28,83,136,619,0
11640.5,113778,-2550,48,235,4905,0
7346.26,9226.44,-2589.16,18,123,621,0
20686.9,294959,-2944,232,456,10389,1
11627.8,43856,-4558,15,169,1636,1
9712.26,13467,-4275,30,179,768,1
14883.9,113041,-8358,37,311,4910,1
18544.5,147401,-10100,80,449,5537,0
7380.99,6675.18,-2105.98,32,108,428,1
11076.2,32363,-4333.08,119,204,1692,0
3853.86,2179.85,-1142.13,20,54,165,0
15110.9,83013.4,-1930,53,223,2059,0
12264.2,63536,-5835,90,241,2978,1
10844,38491.8,-4090.5,114,205,1751,0
6146.86,2230.07,-1416.91,13,82,185,0
12956.1,54520.8,-3710,64,224,2192,0
7818.4,9176.76,-3082.46,18,138,554,0
2470.51,50.0828,-471,92,33,5,0
6545.66,7486.72,-2380,158,109,486,0
4007.73,1456.39,-961.918,42,52,133,0
6565.52,13172.6,-1572.9,20,96,804,0
9458.4,31019.4,-3241.67,117,171,1747,1
20709.9,151661,-7200,75,449,5537,0
4577.97,2717,-1531,6,67,221,1
12933.1,66370,-7527,52,293,2980,1
6898.32,5255.52,-1994.32,50,107,346,0
23765.4,268828,-12000,71,540,8870,0
12212.3,39348,-4955,19,238,1875,1
22110.5,409745,-8460,63,473,14125,0
5558.71,7302.46,-1682.88,48,93,545,0
5591.27,4762.29,-1010,21,85,343,1
20902.5,253758,-15030,87,581,9006,1
11094.6,31372,-3698,28,207,1026,1
10447.9,27058,-3975,63,179,1211,1
7966.06,9360,-3263,18,139,553,1
6935.55,5546.83,-1850,16,79,292,0
6923.63,5388.46,-1910,9,79,292,0
7056.68,11808,-4137,27,115,803,1
20322.7,249718,-10400,61,540,8870,0
8683.94,17124,-2772.06,82,142,844,0
9211.27,38114.3,-3841.64,38,180,2054,1
6270.14,13636.9,-1634.3,14,96,804,0
11214.7,81200,-7183,140,253,3970,1
6825.33,11979.7,-1806.39,8,105,765,0
5021.28,3096.73,-1173.1,36,71,249,0
9215.29,27068.5,-2810,27,166,1414,1
17032.1,161412,-7444.33,76,352,6744,0
6228.74,5199.74,-2200,4,79,292,0
32972.9,527254,-16245,130,710,15353,1
9581.91,56722,-4688,31,215,2893,1
5255.95,3495.31,-844.729,50,51,132,0
8692.96,12236.9,-2717.03,98,136,619,0
9941.73,50977,-4330,59,224,2192,0
12108.9,114104,-2690,44,235,4905,0
18572.1,201322,-6670,49,390,7459,0
10012,17688,-3304,77,159,1015,1
8410.56,25745.1,-3218.03,37,157,1519,0
9821.68,26542.4,-3351.77,24,174,1415,0
5338.55,3499.61,-749.561,43,51,132,0
5550.26,4957,-1267,105,86,347,1
8376.93,9162,-3145,18,126,485,1
7075.81,17282,-2799,13,130,1019,1
8409.31,7720,-2625,28,144,430,1
25045.5,249546,-9410,99,537,8350,0
13442.8,52662.9,-6163.6,49,288,2334,0
10931.6,39209.7,-3855.98,24,193,2118,0
24341.2,248069,-8540,97,537,8350,0
12639.1,55995.9,-5010,27,216,2677,0
13571.5,49574.5,-5760,20,215,2188,0
4314.03,1995.69,-1065.92,5,63,166,0
9377.46,11261.9,-2945.66,41,156,654,1
6979.42,9784.43,-2583.36,18,123,621,0
3987.68,1446.19,-994.009,42,52,133,0
7258.49,14222.2,-2325.44,82,120,809,0
14111.6,82659,-7633,47,352,3803,1
8924.95,39564.3,-3270,21,196,1885,0
12738.6,58966.4,-1250,46,223,2822,0
10246.7,27628.7,-2190,20,194,1521,0
5408.41,1708,-3040,21,96,134,1
5873.01,4784.56,-1340,24,85,343,1
10985.9,43205,-4646,70,188,1927,1
12792.2,60043.9,-4550,28,247,2754,0
9490.47,39088.9,-2360,15,196,1885,0
10629,25820,-5638,30,200,1311,1
10938.1,86618.9,-2430,24,220,3450,0
19375.8,218816,-6709,76,383,5962,1
12745.2,31926,-5379,82,196,1413,1
15543.4,114598,-5170,57,271,4426,0
12423.8,51665,-7282,56,302,2403,1
11047.8,68682.2,-5144.52,141,247,3373,1
13848.2,51235,-3630,38,234,2464,0
18057.7,167745,-6200.99,88,352,6744,0
21749.2,410106,-9280,65,473,14125,0
8826.09,28460,-4927,21,183,1522,1
10640.1,12755,-3169,25,135,585,1
23940.4,588085,-11491,141,616,16961,1
20448,409780,-11000,57,473,14125,0
16775.9,90192,-7555,60,367,3140,1
8996.03,11337.9,-3022.64,40,156,654,0
5595.9,7581.54,-1884.13,75,104,457,0
11512.8,30299.3,-325,32,166,1111,0
22565.8,516214,-11455.7,148,540,18067,0
3855.38,2209.72,-557.914,3,43,161,1
19609.8,211971,-9450,90,443,7714,1
7721.19,17015.9,-2898.26,76,142,844,0
9594.94,84750.8,-2930,20,220,3450,0
5316.79,3612.18,-815.13,48,51,132,0
23115.5,243401,-9400,104,537,8350,0
14159.3,141841,-5940,57,315,5844,0
5510.91,2945,-2456,18,80,226,1
11982.1,57407,-6761,131,210,2671,1
16358.5,91527,-6336,133,339,3458,1
7326.44,5925,-3035,4,88,294,1
9906.17,36296.5,-3120,43,196,1997,1
12028.3,99935,-7819,39,265,4521,1
